message_id,sms_text,sender_type,message_length,contains_url,contains_phone,contains_email,contains_currency,contains_special_chars,language,label
32077,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32078,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32079,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32080,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32081,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32082,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32083,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32084,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32085,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32086,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32087,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32088,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32089,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32090,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32091,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32092,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32093,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32094,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32095,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32096,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32097,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32098,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32099,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32100,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32101,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32102,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32103,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32104,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32105,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32106,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32107,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32108,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32109,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32110,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32111,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32112,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32113,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32114,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32115,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32116,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32117,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32118,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32119,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32120,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32121,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32122,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32123,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32124,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32125,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32126,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32127,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32128,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32129,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32130,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32131,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32132,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32133,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32134,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32135,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32136,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32137,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32138,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32139,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32140,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32141,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32142,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32143,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32144,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32145,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32146,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32147,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32148,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32149,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32150,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32151,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32152,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32153,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32154,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32155,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32156,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32157,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32158,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32159,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32160,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32161,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32162,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32163,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32164,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32165,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32166,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32167,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32168,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32169,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32170,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32171,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32172,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32173,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32174,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32175,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32176,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32177,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32178,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32179,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32180,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32181,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32182,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32183,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32184,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32185,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32186,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32187,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32188,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32189,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32190,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32191,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32192,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32193,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32194,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32195,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32196,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32197,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32198,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32199,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32200,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32201,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32202,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32203,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32204,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32205,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32206,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32207,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32208,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32209,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32210,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32211,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32212,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32213,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32214,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32215,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32216,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32217,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32218,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32219,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32220,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32221,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32222,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32223,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32224,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32225,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32226,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32227,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32228,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32229,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32230,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32231,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32232,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32233,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32234,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32235,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32236,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32237,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32238,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32239,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32240,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32241,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32242,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32243,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32244,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32245,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32246,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32247,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32248,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32249,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32250,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32251,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32252,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32253,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32254,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32255,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32256,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32257,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32258,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32259,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32260,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32261,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32262,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32263,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32264,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32265,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32266,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32267,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32268,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32269,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32270,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32271,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32272,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32273,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32274,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32275,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32276,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32277,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32278,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32279,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32280,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32281,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32282,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32283,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32284,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32285,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32286,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32287,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32288,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32289,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32290,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32291,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32292,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32293,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32294,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32295,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32296,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32297,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32298,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32299,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32300,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32301,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32302,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32303,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32304,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32305,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32306,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32307,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32308,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32309,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32310,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32311,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32312,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32313,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32314,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32315,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32316,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32317,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32318,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32319,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32320,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32321,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32322,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32323,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32324,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32325,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32326,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32327,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32328,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32329,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32330,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32331,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32332,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32333,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32334,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32335,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32336,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32337,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32338,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32339,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32340,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32341,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32342,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32343,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32344,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32345,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32346,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32347,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32348,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32349,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32350,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32351,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32352,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32353,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32354,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32355,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32356,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32357,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32358,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32359,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32360,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32361,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32362,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32363,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32364,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32365,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32366,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32367,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32368,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32369,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32370,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32371,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32372,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32373,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32374,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32375,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32376,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32377,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32378,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32379,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32380,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32381,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32382,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32383,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32384,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32385,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32386,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32387,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32388,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32389,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32390,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32391,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32392,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32393,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32394,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32395,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32396,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32397,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32398,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32399,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32400,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32401,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32402,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32403,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32404,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32405,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32406,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32407,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32408,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32409,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32410,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32411,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32412,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32413,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32414,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32415,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32416,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32417,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32418,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32419,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32420,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32421,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32422,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32423,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32424,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32425,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32426,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32427,Lowest loan rates available. Apply now!,Unknown,39,0,0,0,0,1,English,Spam
32428,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32429,Urgent! Verify your account at http://fake.link,Unknown,47,1,0,0,0,1,English,Spam
32430,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32431,Happy birthday!,Contact,15,0,0,0,0,1,English,Ham
32432,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
32433,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32434,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32435,Congratulations! You've won $1000. Click now!,Unknown,45,0,0,0,1,1,English,Spam
32436,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32437,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32438,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32439,Claim your free prize today.,Unknown,28,0,0,0,0,0,English,Spam
32440,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32441,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32442,See you at 5 pm.,Contact,16,0,0,0,0,0,English,Ham
32443,Call me when you're free.,Contact,25,0,0,0,0,0,English,Ham
32444,Don't forget the meeting tomorrow.,Contact,34,0,0,0,0,0,English,Ham
